EndNodes_1,EndNodes_2,Weight
1,7,0.614529064930262
1,8,0.0416835631172947
2,15,0.0135669257476789
4,6,0.366109147361201
4,13,0.0585275351991207
5,9,0.118841719797752
5,14,0.261828602538111
6,13,0.015698061030525
8,4,0.112640582181552
8,10,0.0175651654796646
9,6,0.0973450452584629
9,13,0.0299951387263311
10,8,0.0299571707774299
11,7,0.0206154052125474
12,1,0.0653586560936008
12,8,0.0158549489350635
13,1,0.469130228198084
14,4,0.0170201469670123
14,5,0.0199374082297988
14,8,0.204415361517048
14,10,0.0558854347022247
14,15,0.12003400400993
