EndNodes_1,EndNodes_2,Weight
1,8,0.0144976347964081
1,15,0.00964610271703187
1,16,0.0611652515338426
1,27,0.431905455482557
1,29,0.38108454578279
2,5,0.0207434321670683
2,13,0.0103885797959133
3,9,0.0105940324511729
3,10,0.00937545198395549
3,14,0.122050401489585
3,19,0.0657381869804862
3,30,0.0191688957382984
4,26,0.133589334042145
5,3,0.00941242037087335
5,20,0.296089486151866
5,25,0.0594215230492422
6,3,0.147159710740948
6,15,0.0291234713717081
6,25,0.0168279570091393
7,21,0.0107134946974354
7,25,0.014999877352419
8,3,0.0186179660904953
8,6,0.219792837157162
8,9,0.0333753483871214
8,15,0.0533429527037868
8,17,0.0167715478020831
8,25,0.218493110793058
9,10,0.51082430645719
10,8,0.0239051882989778
10,22,0.282688657600734
10,30,0.0138648906021853
11,13,0.0100856219369332
11,22,0.0713263181672476
12,1,0.0691473283687516
13,7,0.137272911322804
14,3,0.0128455962093348
14,5,0.0425088583598802
14,10,0.00942319236927973
14,19,0.0800263376693958
14,23,0.00822263913276773
14,28,0.0462843271327635
15,6,0.0215980514138098
15,8,0.027029891180109
15,9,0.056286199547389
15,10,0.00821508614355594
15,16,0.0231091332849553
16,6,0.157010774605765
16,8,0.0707832789171731
16,10,0.0154180237339399
17,8,0.0133527436598578
17,28,0.00914216613793665
17,29,0.018595069639792
17,30,0.0118588725083714
18,6,0.0175149399733776
18,29,0.00814472426400034
19,4,0.00915221299782838
19,5,0.0122819899674179
19,10,0.178105479869648
19,14,0.041737835739905
19,22,0.0158049656680197
19,28,0.0209575731263512
20,5,0.0331486001959776
20,25,0.0182670524044565
21,22,0.0129589771323771
21,27,0.0480786452220366
22,23,0.046464608260867
23,8,0.0177318282109139
23,15,0.0216745842755676
23,17,0.427152029778358
23,26,0.0266032577427391
23,29,0.470068835410732
23,30,0.174722084413951
24,25,0.0649459753675337
25,3,0.0644112379956005
25,5,0.0382884886200674
25,30,0.0938293310140929
26,7,0.178552601367656
27,2,0.360923868500492
27,25,0.0282950649203682
28,24,0.342574865881249
28,30,0.00841132814361647
29,6,0.0234585932192311
29,7,0.00885587964780176
29,10,0.0174404120049958
29,15,0.212237826838159
29,16,0.155031940665387
29,17,0.0144134441650299
29,25,0.0148982792666222
30,3,0.0148619069001769
30,26,0.106062187947637
