EndNodes_1,EndNodes_2,Weight
2,1,0.0102466178275543
2,11,0.0140036942753201
2,13,0.0132183268098734
2,21,0.0234781928807187
3,6,0.0233422791039936
3,17,0.0126280031059842
3,18,0.013114216194571
3,24,0.142836627740806
4,19,0.208496385103436
4,22,0.376464036794591
4,28,0.0714324445720745
5,19,0.00872654514310216
5,30,0.285435615574422
6,1,0.00916730803893885
6,7,0.0227550604479156
6,9,0.0547232055266771
6,14,0.084301522397924
6,17,0.174172851534992
6,27,0.188887356670332
7,2,0.09896113044672
7,3,0.0166092482654814
7,11,0.0241470502820624
7,12,0.0505210669044686
7,16,0.22982082589181
7,17,0.0271664075656914
7,21,0.040488206288875
7,24,0.00932143916317577
8,1,0.474288189570458
8,9,0.0615545347278977
8,15,0.160957988247447
8,24,0.0101901016890744
9,1,0.0377665266566282
9,2,0.036253821451515
9,6,0.0128902711972686
9,7,0.392146993366113
9,12,0.0139313319404149
9,14,0.016762106809596
9,16,0.0613474636117649
9,17,0.0262609798033945
9,21,0.0463719846848395
9,24,0.00784364768729641
10,5,0.0862706851913896
10,16,0.00798825570173567
10,23,0.423928222872265
10,25,0.030619209374945
11,2,0.00930667834963902
11,6,0.0396980757874241
12,1,0.00954288061651775
12,2,0.00815427755772825
12,6,0.158160041069931
12,21,0.0144807155655337
13,1,0.202219403269382
13,5,0.0238614394860811
14,3,0.265112604266773
14,6,0.0415735771682702
14,7,0.0353566918931494
14,16,0.0107174836641007
14,18,0.0113358917015815
14,27,0.00992033355104782
16,2,0.0251774922212546
16,12,0.0153685743193596
16,21,0.0162746340801187
17,7,0.00941032635445965
18,22,0.0117927228522484
18,24,0.0118913583464777
18,28,0.0446535992674556
19,20,0.0691744225824433
19,25,0.0105804537120532
20,6,0.0713797320773677
20,13,0.20084777263769
21,13,0.00801704959058116
22,3,0.732835116169586
22,9,0.0266491162132432
22,19,0.0271133146962219
22,28,0.213095030753221
23,16,0.00825715375971739
24,18,0.0123276863670999
24,25,0.0130756288896718
25,10,0.0176928087403676
26,25,0.0434147752187289
27,9,0.0270629664014481
27,16,0.0739800475435628
27,17,0.0260210034033522
28,3,0.0304086690947326
28,19,0.328758639822291
29,7,0.0341330150643767
29,12,0.220225279571218
29,14,0.188106631072209
29,18,0.0126850821130027
29,23,0.0115246313401024
