EndNodes_1,EndNodes_2,Weight
1,5,0.0429167644579869
1,6,0.0613991983124949
1,18,0.01723247731335
1,20,0.0158401698076047
1,28,0.0143835994944154
2,10,0.0591432685321035
2,28,0.0332145248961697
3,25,0.0137783898761972
3,28,0.01313794073908
4,20,0.018820597325429
4,25,0.420040388400311
5,16,0.0139177384801279
5,30,0.0160426582499642
6,2,0.0146378386378931
6,5,0.119546968458831
6,7,0.0209962585568135
6,16,0.0318385714567603
6,30,0.014947128446479
7,8,0.0203166385026215
7,11,0.0189162400031256
7,13,0.0449342955366134
7,16,0.0266785584312148
8,7,0.0408842559330402
8,11,0.031296823944203
8,12,0.29060703150731
8,15,0.0754241994548168
8,16,0.0175458871500243
8,26,0.0965419919227382
9,6,0.126723388229993
9,14,0.216079150323849
10,1,0.134476656220397
10,19,0.0592882693222281
10,20,0.0772204007030651
10,28,0.0278897261372174
11,7,0.124578239058979
11,8,0.102082324787744
11,12,0.0166570065939724
11,13,0.0650038511144741
11,15,0.193424745140994
12,7,0.0126762354324569
12,8,0.173510398518686
12,11,0.272300505450003
12,15,0.0397258743662728
12,26,0.0248032074789296
13,10,0.0487337579352554
13,15,0.0112443875170515
13,16,0.204472537365171
14,4,0.140413719847391
14,18,0.0114962528664881
15,7,0.041125079679479
15,8,0.0251266031029633
15,11,0.0329506835254344
15,12,0.0253248010359296
15,13,0.123246352161298
15,16,0.0521563321154044
16,10,0.0136224437857772
16,19,0.0447158396247755
16,29,0.0190992635224093
17,3,0.758434971121059
17,25,0.0408666075866937
17,28,0.17094895543328
18,5,0.0349467704655851
18,24,0.0188024808075163
19,1,0.0138829407532244
19,29,0.0191618899611105
20,1,0.0426610793831199
20,19,0.0223548971252707
21,22,0.0125185291573117
22,16,0.0426879961518895
22,18,0.0147689012545025
22,24,0.0329223719407075
23,9,0.0816949140582136
23,13,0.199531062292209
24,8,0.0512150364510258
24,26,0.154309605996049
25,2,0.258440485635433
26,6,0.11237071912082
26,11,0.0113290207485676
26,12,0.020443880767075
26,22,0.0251811421171536
26,30,0.0236734080160074
27,12,0.062681285117045
29,27,0.0751965793918824
30,1,0.0110808979226826
30,2,0.192653073312858
30,7,0.0148653681981327
30,10,0.441487501457799
30,12,0.135444965867164
30,17,0.0159053419162916
30,20,0.0433578155720782
