EndNodes_1,EndNodes_2,Weight
1,5,0.152050142505399
2,13,0.00989186493927828
2,17,0.00936404719429806
2,30,0.00914264537080757
3,2,0.0639804063223995
3,4,0.31379994613117
3,5,0.0182572895567384
3,13,0.0134621755101108
3,14,0.0577594387990721
3,19,0.0102199635502327
3,30,0.00990685442675629
4,2,0.00760115143615895
4,9,0.00708697992556311
4,12,0.380477468868504
4,14,0.0391146395747511
4,30,0.0165198895484614
5,2,0.00968066965432038
5,3,0.0458224236995104
5,4,0.00783264233993752
5,13,0.01106077985616
5,19,0.140385311640067
5,20,0.00785973529827792
5,30,0.279356901085832
6,23,0.147709751355283
7,17,0.0964475736340341
7,20,0.272509593405741
7,30,0.0965481317426388
8,17,0.0650940556941879
9,2,0.14808330298873
9,17,0.0180446512076895
9,23,0.0623839897896624
9,26,0.0961042258977174
9,30,0.210264163170938
11,18,0.0107489628405579
11,21,0.26985946984367
12,2,0.246613490601011
12,14,0.022281629792424
12,19,0.00814575429728384
12,30,0.00877604861563702
13,3,0.00738146256987183
13,9,0.0479483717258941
13,17,0.0475007298154519
14,6,0.0212604163422842
14,11,0.0208232784410884
16,15,0.0594321685072206
16,19,0.00720562844535071
16,21,0.00849404071755617
16,23,0.00824368556392975
17,3,0.0956734980895546
17,5,0.135188028744681
17,9,0.0113468384570611
17,20,0.00784742812684708
17,30,0.00719688026743136
18,6,0.534847630040985
18,23,0.157751581265185
19,2,0.0595986425051588
19,3,0.0209157418327716
19,27,0.0202187239162249
20,7,0.00648617210884913
20,19,0.0334119418486909
20,23,0.272011311702002
20,26,0.014206109067662
20,30,0.0104251844983457
21,6,0.00698897414974984
21,18,0.267045707068599
21,23,0.00693495792557328
22,2,0.00689698331445103
22,13,0.154038676449806
22,16,0.011152181009931
24,10,0.0646532694699837
24,15,0.00706713780807981
25,3,0.018961132231346
25,19,0.118230885515273
26,7,0.126958669142461
26,11,0.0211574617016613
26,20,0.0532613581775166
26,23,0.00893841721076684
26,30,0.0138097267690137
27,11,0.452420911068374
27,17,0.0389487039714418
27,18,0.202001403045386
29,11,0.0229239714505558
29,16,0.00708397394885319
29,21,0.09655031366489
29,23,0.00999008471638071
30,2,0.0372759042288244
30,13,0.12604028805685
30,19,0.0115194509115001
30,23,0.0124161664222694
30,26,0.0412836462633296
