EndNodes_1,EndNodes_2,Weight
1,2,0.0294755928636886
1,5,0.133892899790942
1,7,0.0206299676110176
1,8,0.204975598517158
1,9,0.213505887769809
1,11,0.0442484693360542
1,23,0.0301945003899372
2,1,0.0223077600704629
2,6,0.0205864635502852
2,7,0.0243341368442621
2,9,0.111340328164033
2,10,0.38321538716124
2,14,0.0531098610867187
2,17,0.0239137703491748
2,20,0.0760855971921834
2,23,0.137020531358981
3,6,0.169535674258735
4,26,0.199020506725566
5,13,0.0857101961663517
5,14,0.0284733114216302
5,23,0.0218919923127635
6,1,0.10797185137754
6,2,0.13013593613696
6,9,0.0209856689190131
6,10,0.0276971677920942
6,14,0.0292868578750197
6,16,0.0385809039802939
6,17,0.0288526750132223
6,19,0.0231750558963653
6,23,0.11479511504779
7,10,0.0350597013866914
8,11,0.0300700390752273
9,2,0.0289578263448436
9,23,0.0784434902701595
10,2,0.0432787573987993
10,9,0.0410541197159821
10,17,0.0455084554790757
10,20,0.0481918505492842
11,6,0.117029648848948
11,8,0.0335123481321844
11,16,0.030729733425206
11,19,0.40546045850743
12,28,0.19841738899102
13,12,0.0239850887060686
13,23,0.0240442437397476
15,4,0.0394618755532097
15,7,0.0581000036785376
15,10,0.0489070754654289
15,13,0.0568221840496008
15,17,0.0747104493261773
15,18,0.0220562846672018
15,21,0.128600252121043
15,25,0.249308181365153
15,27,0.153009884468476
16,24,0.652359864257563
17,6,0.0187987411769803
17,15,0.101924442122231
17,25,0.0309364804371809
17,27,0.0657657518037898
18,8,0.0645899667011446
18,10,0.186936696598551
18,23,0.149208941563253
20,3,0.0503958866361643
20,10,0.0356321823467605
20,14,0.0302739424013973
20,17,0.0366639717641452
21,2,0.0480659021867933
21,4,0.188554507760337
21,10,0.196480119615814
21,11,0.078155165758547
22,21,0.0402944726878473
22,25,0.0428985169319005
23,14,0.369528348703329
25,4,0.0257170594237885
25,6,0.0439896609331503
25,7,0.020926219336407
25,10,0.0313189552982631
25,13,0.0225692891743015
25,16,0.0455074427141793
25,17,0.0285754976878548
25,18,0.0231798517184791
25,21,0.0371297813968321
26,10,0.0217150005782668
26,12,0.720522443952837
26,13,0.042441702837889
27,8,0.0585054141557571
27,11,0.0898056284476646
28,30,0.308995819607016
29,8,0.0281221980632252
29,27,0.0750145904543971
