EndNodes_1,EndNodes_2,Weight
1,10,0.123726324969805
1,14,0.186176705471523
2,11,0.0192615600992408
2,19,0.0570593812168475
3,15,0.0329300449829132
3,29,0.0894886474010213
4,2,0.0227199659664725
4,9,0.0325206199936286
4,15,0.0278198402462293
4,16,0.0164078134628807
4,22,0.0409851263769895
4,27,0.0205589197480729
5,6,0.0192945538088957
5,16,0.031776514762083
5,25,0.344489832176911
5,28,0.0231499739770081
6,4,0.0202824614979025
6,24,0.0186124100656157
7,14,0.0188804422332736
7,20,0.0771376964339191
7,26,0.302032550132553
8,1,0.269591738829901
8,10,0.0251750814785005
9,1,0.0192921558309162
9,4,0.0962847936484691
9,6,0.0156140809392894
9,11,0.0241220493508858
9,16,0.0567965729733149
9,22,0.0203349376990541
9,26,0.0990759464241343
9,27,0.0177882016355848
10,14,0.0942774559168684
11,1,0.0217889873938489
11,7,0.0396567747471842
11,8,0.475369614003128
11,10,0.10802964051751
11,14,0.0236590922931706
12,8,0.258422805868011
12,11,0.100565582587715
12,26,0.0167657973704823
13,17,0.119117343922385
14,10,0.0192492533805037
14,26,0.0150344383496881
15,2,0.024656629984678
15,4,0.0229993739300941
15,6,0.0232163747385533
15,9,0.0204513959387897
15,23,0.0214113699728752
15,24,0.0237262666064127
15,27,0.0368976298864373
15,29,0.38848358187879
16,3,0.274813928871168
16,28,0.0175839905460285
16,29,0.0198085900307573
17,1,0.0235505515988271
17,9,0.105509028879506
19,1,0.0912569301169527
19,7,0.292165619881112
19,9,0.11459690931036
19,26,0.0275572455361909
20,6,0.0989682904154426
20,17,0.0369792454584604
21,2,0.298110051888746
21,17,0.0716110408790919
22,10,0.0134346861757648
22,20,0.0229753480716912
22,24,0.0474759193442433
23,11,0.0147974443675744
23,20,0.0393404806490733
24,2,0.0753799322852557
24,5,0.409120617424542
24,6,0.236479206077835
24,16,0.22755756276335
25,17,0.102002668725458
25,21,0.207350066332007
25,28,0.42855885364186
26,2,0.0209822595622139
26,4,0.137085128187553
26,27,0.294172250101511
27,2,0.0383988748092895
27,4,0.0945126614394766
27,15,0.0812714812189092
28,3,0.0141577412292668
28,6,0.0301408344696375
28,17,0.0145962632308162
28,29,0.0198834172229348
29,6,0.090096977629231
29,23,0.0148716619322571
29,24,0.020028980779307
29,27,0.144395458382279
