EndNodes_1,EndNodes_2,Weight
1,3,0.112675857345054
1,11,0.545614806490608
1,25,0.0144201269044677
1,28,0.0621572696775378
2,6,0.0124742300855132
3,1,0.069755270595715
3,9,0.0121365898830808
3,11,0.0134414874967085
3,20,0.0142071153291063
4,10,0.11012577439198
4,12,0.635736653136037
4,15,0.188678507397074
5,3,0.0396526204117232
5,16,0.0151139958403424
5,26,0.0175194132135214
5,28,0.00916987408304958
6,10,0.0120534286328903
6,15,0.0373363777286812
6,20,0.689627056592769
6,27,0.0103336796764467
6,29,0.10537573456018
7,6,0.0815657633824038
7,29,0.00983896926958138
9,1,0.0433968589535352
9,3,0.385027511680775
9,7,0.0199854397670145
9,8,0.0282048812396469
9,16,0.0110884999141348
9,22,0.0564736303920722
9,25,0.0101007344445887
9,26,0.0139093251412794
9,28,0.0315549373819901
10,5,0.0905744202138559
10,9,0.054826008988431
10,26,0.0998018303758084
10,28,0.0189420900599421
10,29,0.00869818675736883
11,1,0.0117664040642396
11,3,0.0115896835377909
11,20,0.113620151739847
11,25,0.0389938441011352
11,28,0.00917308704987804
12,15,0.0313250556339805
12,21,0.203261467366068
13,29,0.338472353861962
13,30,0.0306576297207524
14,7,0.0252712360617575
14,29,0.11060014356302
15,6,0.138192416376539
15,10,0.369599698404023
15,27,0.0428306437214427
15,28,0.00933648844751857
15,29,0.00904837223208672
16,8,0.014838255143007
16,21,0.407777323112708
18,17,0.601538782262293
19,10,0.0125211983137456
19,20,0.0207496730115899
20,15,0.0459771294220304
20,27,0.0388628063373992
20,29,0.016578923345846
21,8,0.0832056380025178
22,3,0.0152418738945448
22,7,0.0150729399061291
22,14,0.0389801790253657
23,2,0.0169988975760114
23,5,0.0108332222246341
23,20,0.0958405100167433
23,25,0.0165869004412456
24,14,0.0231591858061888
24,18,0.0196047528236172
25,13,0.00914982752820713
25,30,0.0103983593662004
26,3,0.00915751055742565
26,5,0.0319121350306874
26,10,0.027382214383259
26,16,0.0963923485529533
27,15,0.020497064283677
28,9,0.0121365296613292
28,11,0.00926534938072589
28,13,0.0261419491028127
28,20,0.0107320132594705
28,29,0.0587344793707171
29,8,0.0114078103381831
29,13,0.0284642419818239
29,25,0.0892246733711631
29,30,0.0199820502362871
30,1,0.135495092235083
30,9,0.0351128572930646
30,24,0.131202523987055
