0,7,18.6907162185
0,9,21.8095426514
1,5,22.7559513794
1,14,10.6141630889
2,8,2.4780740173
2,9,25.1637361197
2,15,22.3019840843
3,9,29.0812956837
3,11,22.8532770183
5,13,8.79857043706
6,0,25.8670323749
6,1,20.8057701001
6,4,3.41648884463
6,9,17.0882304156
6,12,1.98280063256
7,11,20.9645720199
7,18,2.2525713445
9,0,26.673941982
9,8,21.7340324908
9,15,8.14511949237
10,12,28.7741979993
11,1,5.8256867867
11,4,25.4081729213
11,14,16.1340953492
12,2,6.20319624547
12,15,7.6458310603
14,3,21.4152174742
14,12,7.11845841195
14,19,4.89902654733
15,8,5.48153975452
15,18,24.8319741585
16,0,28.2232861218
17,11,24.3956497518
18,2,4.43105164933
18,6,22.0025287245
19,8,3.86723290132
19,13,0.858646704567
19,17,9.63508260665
