EndNodes_1,EndNodes_2,Weight
1,2,0.0331040422733986
1,3,0.174593003576378
1,7,0.075905505414599
1,17,0.318731986799468
1,20,0.0412255866128614
2,14,0.19642267431934
3,20,0.0194191593468692
4,16,0.0790546897790293
5,11,0.18082230116987
5,14,0.115037480818854
6,11,0.0252103618194837
6,13,0.0550699159940221
6,18,0.0576977740486006
6,20,0.0595439451213821
7,1,0.144325082297074
7,2,0.0394446449815875
7,3,0.112049445662947
7,16,0.0167968699524867
7,17,0.0169820045959205
7,20,0.083784004273913
8,13,0.13744784860428
10,4,0.300124909708889
11,16,0.135534322921373
11,17,0.031692162059235
15,1,0.152055379608843
16,7,0.113685063148448
17,2,0.259776183478077
17,7,0.01811169790385
17,13,0.0255493093161398
17,14,0.0184694433147583
18,4,0.0743203263138065
18,20,0.0417499192678082
19,11,0.0280097099238916
19,16,0.0151690584449751
20,3,0.0254139682232211
20,11,0.341153549700023
20,13,0.217648874791478
20,16,0.0258805673253973
20,17,0.039798141689495
20,19,0.45840103441139
