EndNodes_1,EndNodes_2,Weight
1,8,0.07610556713618
1,9,0.0128443969849321
1,10,0.0888314521106637
2,6,0.248951918608969
2,14,0.0121740980749605
3,10,0.176056406418923
3,16,0.181771597284531
4,10,0.162410503941994
4,12,0.102354114772199
5,15,0.00907257294046765
6,15,0.00688350044999346
7,1,0.106881299303118
7,2,0.12784791289921
8,1,0.00590968504925025
8,9,0.00621494917957387
8,12,0.128088481532964
9,1,0.0252538080923522
9,8,0.0117342120588825
9,12,0.00690360557069545
10,1,0.165854236937085
10,8,0.0134161565033377
10,9,0.120495011945999
10,16,0.0124427978462388
11,13,0.820791432439962
12,5,0.298599085305318
12,9,0.011710739373438
12,15,0.0666886872029678
15,4,0.19809456986236
15,5,0.00548932578863477
15,13,0.00681701380623081
16,5,0.00527295385138725
16,19,0.295879922528894
17,1,0.126071296709839
17,10,0.010879039828397
18,12,0.0751851002636287
18,20,0.0109114721239112
19,3,0.00848132771120628
19,7,0.162991926401773
19,8,0.00795658397145245
20,18,0.0161223916405469
