EndNodes_1,EndNodes_2,Weight
2,5,0.0407893577278401
2,8,0.0486955342377972
3,5,0.00880978044337913
3,8,0.565051141073178
3,11,0.0421586910247407
3,12,0.0928428798332915
3,20,0.0225548966623126
4,8,0.0233441046388598
4,20,0.00967168933395444
5,20,0.11567040470817
8,4,0.124165781435142
8,5,0.0848445096067717
8,15,0.00971206661078643
9,4,0.0264587511252123
9,11,0.700036249158408
9,19,0.180477313349388
11,4,0.0257903410514573
11,5,0.00978955414965858
11,8,0.10251898924039
11,19,0.0265919028454888
12,7,0.0903659449794338
13,1,0.00811261466087681
13,9,0.454687699801149
13,15,0.0136076301999447
14,13,0.642944278077025
14,15,0.0551471842942365
15,7,0.0110947343490128
15,12,0.250835920978433
15,20,0.00805149934459432
16,4,0.00828985447879302
16,12,0.0254824552931179
17,1,0.0432186680906961
17,5,0.0929660490793531
17,13,0.0107291018248317
17,20,0.0127970899335411
18,1,0.0168959114250907
18,5,0.241028243624845
18,13,0.0278551236149313
18,14,0.374208077954472
18,17,0.315575783894854
