EndNodes_1,EndNodes_2,Weight
1,2,0.0125556662679526
1,6,0.00741822913322435
1,13,0.0108707041082087
2,12,0.0822830316677653
3,2,0.0806673547043894
3,13,0.0990286486972514
4,11,0.0110499785337257
4,15,0.00693961827141973
5,8,0.00766430592285879
5,12,0.00760299023861948
5,20,0.0807141910299296
6,10,0.00843649078737396
6,12,0.0710123703306731
6,20,0.934497973798637
7,1,0.0090368913802665
7,2,0.0292600403471223
8,1,0.157889613219669
8,7,0.637322198088728
8,18,0.00752469715345129
9,10,0.0371443695608835
11,3,0.0284299078258893
11,8,0.00713775127568592
11,17,0.0071914250283929
12,9,0.314096035403566
13,16,0.123226926737405
14,2,0.042735265092172
14,5,0.0184739050976881
14,7,0.0323603344731967
15,5,0.00854006284776619
15,7,0.121039418021529
15,12,0.179163188006702
16,5,0.00957334304863737
16,12,0.0117319491413219
16,13,0.00783361922384032
17,12,0.00974579347701821
18,6,0.32644010738015
18,12,0.149971032304173
18,20,0.0303236128257719
19,14,0.0131263717589474
20,12,0.037383057676919
