EndNodes_1,EndNodes_2,Weight
1,5,0.447709458243353
1,12,0.228991129606223
1,20,0.00955289160478075
2,8,0.0373020095987066
2,10,0.256026140113417
3,4,0.00747155874492434
3,9,0.0159976737570989
3,16,0.0697696557458087
4,10,0.0210295181459446
4,18,0.0154662281884981
5,9,0.00761872663032859
5,12,0.0255353014806864
6,17,0.00687840791713492
6,20,0.0171378894917277
7,12,0.00907432558151671
7,18,0.0898496782535475
8,14,0.00706532888822233
8,17,0.127427442705967
9,3,0.733940060453354
9,16,0.466478219736538
11,19,0.0212349785195177
12,9,0.0308402411803116
13,12,0.00845823254900249
13,15,0.0420247973419989
13,18,0.0112714537583253
13,20,0.0116674011631627
14,3,0.0112895932500128
14,18,0.025761106642477
15,9,0.17577869062921
15,12,0.00872269300058088
15,18,0.559360238881605
16,3,0.0200801852327323
16,4,0.0105443048856608
17,5,0.34929039247175
17,12,0.62987173793549
19,6,0.134983282112774
20,7,0.374056439341581
20,9,0.00621239396601754
20,12,0.305075066963394
20,18,0.0112279561326026
