EndNodes_1,EndNodes_2,Weight
1,4,0.137148572122091
2,8,0.00592340023960923
2,11,0.00752068270204104
2,13,0.00530300531750144
3,8,0.0258955879207176
3,9,0.0401379210362703
3,12,0.005683726905387
4,20,0.0050195863798327
5,15,0.00614825705190762
5,19,0.00586090401286513
6,4,0.0319602646091722
6,19,0.0917130583331002
6,20,0.00538317525666394
8,11,0.00638860023476996
8,16,0.0098033294781411
9,6,0.325054621216394
9,13,0.0141807479490482
10,9,0.309092768040535
10,13,0.436591774823826
11,2,0.0064153401332677
11,10,0.00534685985921386
12,10,0.0247955434903558
12,17,0.00627052064664932
13,1,0.0156409874121773
13,20,0.0296841198194608
14,19,0.157804065358193
16,12,0.0199296902711325
16,15,0.0451812918050048
17,5,0.0117810949791344
17,8,0.0282611155266972
17,12,0.0458444558191777
17,18,0.457512985197681
18,3,0.00520241153252525
18,6,0.00814036202864541
18,8,0.00763747045380115
18,11,0.0946312936339036
18,12,0.0956258925401477
19,4,0.0087067256331343
20,1,0.0670166321272962
20,9,0.0753489258139971
